id,name,street,town,area,lat,lng,provider
2200,"Meny Brobekkveien, Oslo","Brobekkveien 52, 0598 Oslo",Oslo,Oslo,59.93647,10.82698,Q-park
3597,Mer Circle K Furuset,"Tevlingveien 19, 1081 Oslo",Oslo,Oslo,59.93053,10.86732,Mer
1615,"Meteorologisk institutt, Oslo","Henrik Mohns Plass 1, 0313 Oslo",Oslo,Oslo,59.94269,10.7208,Meteorologisk institutt
6862,Midtåsen,"Midtåsen 51-53, 1166 Oslo",Oslo,Oslo,59.853411,10.795946,Oslo kommune
3344,"Mikrobølgen, Oslo","Mikrobølgen 5, 1151 Oslo",Oslo,Oslo,59.86657,10.81222,Oslo kommune
344,"Mogata, Oslo","Mogata 20B, 0464 Oslo",Oslo,Oslo,59.93843,10.75583,Oslo kommune
995,"Motor Forum Risløkka, Oslo","Østre Aker vei 62, 0581 Oslo",Oslo,Oslo,59.93358,10.82853,Mitsubishi Motors Norge AS
5890,Motor Gruppen Import AS,"Østre Aker vei 62, 0581 Oslo",Oslo,Oslo,59.9339,10.82925,Charge365
219,"MoveAbout UiO, Oslo","Problemveien 13, 0316 Oslo",Oslo,Oslo,59.94121,10.72133,Universitetet i Oslo
1293,"Munkedamsveien P-hus, Oslo","Munkedamsveien 37, 0250 Oslo",Oslo,Oslo,59.91158,10.7254,Pecunia Parkering AS
1885,Myntgata,"Grev Wedels plass 1, 0151 Oslo",Oslo,Oslo,59.90741,10.74406,Oslo kommune
6818,Møller Bil Grorud,"Jernkroken 11, 1055 Oslo",Oslo,Oslo,59.95492,10.89408,Møller Bil Grorud
2856,Møller Bil Oslo Vest,"Lilleakerveien 22, 0283 Oslo",Oslo,Oslo,59.91923,10.63349,Recharge
1376,"NP Bygg AS, Oslo","Tvetenveien 11, 0661 Oslo",Oslo,Oslo,59.91295,10.81111,NP Bygg AS
1206,"NRK Marienlyst Radiohuset, Oslo","Bjørnstjerne Bjørnsons plass 1, 0340 Oslo",Oslo,Oslo,59.93479,10.71759,NRK
90,"NRK Marienlyst, Oslo","Bjørnstjerne Bjørnsonsplass 1, 0340 Oslo",Oslo,Oslo,59.93571,10.7218,NRK
6433,Niels Juels gate 17-21,"Niels Juels gate 17-21, 0272 Oslo",Oslo,Oslo,59.91475,10.71259,Oslo kommune
1125,Niels Juels gate 47-51,"Niels Juels gate 47-51, 0259 Oslo",Oslo,Oslo,59.91904,10.71842,Oslo kommune
348,"Niels Juels gate/Skillebekk, Oslo","Niels Juels gate 4A, 0272 Oslo",Oslo,Oslo,59.91168,10.70937,Oslo kommune
3492,Nils Juels gate,"Nils Juels gate 21, 0271 Oslo",Oslo,Oslo,59.91529,10.7136,Oslo kommune
4665,Nordbygata P-hus,"Breigata 12, 0187 Oslo",Oslo,Oslo,59.91397,10.76191,Recharge/Q-Park
1110,"Nordkappgata/Torshov, Oslo","Nordkappgata 34, 0479 Oslo",Oslo,Oslo,59.93568,10.77531,Oslo kommune
6863,Nordlisletta,"Nordlisletta 22-24, 0952 Oslo",Oslo,Oslo,59.950865,10.877962,Oslo kommune
2515,Nordstjerneveien,"Nordstjerneveien , 0494 Oslo",Oslo,Oslo,59.96188,10.78963,Oslo kommune
1797,"Norges Idrettshøgskole, Oslo","Sognsveien 220, 0863 Oslo",Oslo,Oslo,59.96675,10.73182,Norges Idrettshøgskole
1660,"Norsk Vektertjeneste AS, Oslo","Smalvollveien 44, 0667 Oslo",Oslo,Oslo,59.91979,10.8372,Norsk Vektertjeneste AS
984,"Nydalen P-hus, Oslo","Nydalsveien 33, 0484 Oslo",Oslo,Oslo,59.94749,10.76727,EuroPark AS
3303,"Nylænde borettslag, Oslo","Nylænde 17, 1154 Oslo",Oslo,Oslo,59.87753,10.81667,Nylænde borettslag
197,Obs Alnabru,"Smalvollveien 65, 0667 Oslo",Oslo,Oslo,59.92313,10.8447,Coop / Power
4483,Obs Haugenstua,"Østre Aker Vei 264, 0977 Oslo",Oslo,Oslo,59.95493,10.90121,Mer
6864,Odins gate,"Odins gate 32-34, 0260 Oslo",Oslo,Oslo,59.921263,10.711653,Oslo kommune
4296,Ole Deviks vei 2,"Ole Deviks vei 2, 0606 Oslo",Oslo,Oslo,59.91328,10.82376,Q-Park
79,"Ole Vigs gate, Oslo","Ole Vigs gate 23, 0366 Oslo",Oslo,Oslo,59.92937,10.71812,Oslo kommune
3350,"Omsens gate, Oslo","Omsens gate 9a, 0478 Oslo",Oslo,Oslo,59.93496,10.76655,Oslo kommune
7242,Oppsal Senter,"Haakon Tveters vei 88, 0686 Oslo",Oslo,Oslo,59.8940496,10.8400613,Mer
82,"Oscars gate, Oslo","Oscars gate 26-30, 0352 Oslo",Oslo,Oslo,59.92143,10.72523,Oslo kommune
346,"Oskar Braatens Plass, Oslo","Sandakerveien 27, 0473 Oslo",Oslo,Oslo,59.9339,10.76166,Oslo kommune
3341,"Oskar Braathens gate, Oslo","Oskar Braathens gate 17, 0474 Oslo",Oslo,Oslo,59.93186,10.76387,Oslo kommune
7860,Oslo Central - Sentrum P-hus Supercharger,"C. J. Hambros plass , 0164 Oslo",Oslo,Oslo,59.91546,10.74101,Tesla
1067,"Oslo City U5, Oslo","Stenersgata 1, 0055 Oslo",Oslo,Oslo,59.91296,10.75218,Oslo City/Q-park
1375,Oslo Golfklubb,"Ankerveien 127, 0766 Oslo",Oslo,Oslo,59.9623,10.6388,Oslo Golfklubb
1630,Oslo Havn KF,"Akershusstranda 19, 0102 Oslo",Oslo,Oslo,59.90392,10.73871,Oslo Havn KF
7762,Oslo Kommune - Ringgata 4,"Ringgata 4, 0577 Oslo",Oslo,Oslo,59.91641,10.77419,Oslo kommune
48,Oslo S P-hus,"Jernbanetorget 1, 0154 Oslo",Oslo,Oslo,59.90925,10.75381,Recharge
3559,Oslo Taxi Bryn,"Nils Hansens vei 15, 0667 Oslo",Oslo,Oslo,59.91143,10.82148,Recharge
1147,"Oslo Vinterpark, Oslo","Tryvannsveien 64, 0791 Oslo",Oslo,Oslo,59.98742,10.66682,Tryvann Skisenter AS
915,"Oslotech, Oslo","Gaustadalleen 21, 0349 Oslo",Oslo,Oslo,59.94246,10.71751,Forskningsparken AS
6683,Otto Sogns vei,"Otto Sogns vei 5, 0681 Oslo",Oslo,Oslo,59.89923,10.81796,Oslo kommune
999,"Paleet P-hus, Oslo","Fred Olsens gate 6, 0152 Oslo",Oslo,Oslo,59.90994,10.74909,Onepark AS
6390,Paléet Parkering,"Strandgata 19, 0152 Oslo",Oslo,Oslo,59.91032,10.74928,EON
7459,Peder Ankers vei 11-13 Oslo kommune,"Peder Ankers vei 11-13, 0861 Oslo",Oslo,Oslo,59.9639751,10.7467693,Oslo kommune
71,"Per Kvibergs gate, Oslo","Per Kvibergs gate 29, 0478 Oslo",Oslo,Oslo,59.93704,10.76848,Oslo kommune
2516,Pilestredet,"Pilestredet 88-90, 0358 Oslo",Oslo,Oslo,59.93197,10.73048,Oslo kommune
1064,Pilestredet,"Pilestredet 33B, 0166 Oslo",Oslo,Oslo,59.91898,10.73613,Oslo kommune
7074,Pilestredet 86,"Pilestredet 86, 0354 Oslo",Oslo,Oslo,59.9308,10.73019,Oslo kommune
6304,Pilotveien 6,"Pilotveien 6, 0770 Oslo",Oslo,Oslo,59.95005,10.65878,Oslo kommune
1655,"Pingvin Klima AS, Oslo","Grensesvingen 9, 0661 Oslo",Oslo,Oslo,59.91465,10.79871,Pingvin Klima AS
5979,PlugPay Bro106,"Brobekkveien 106 C, 0582 Oslo",Oslo,Oslo,59.9265,10.83267,PlugPay
1890,"PowerPark, Skøyen i Oslo","Karenslyst allé 56, 0277 Oslo",Oslo,Oslo,59.92113,10.67675,Lade i Norge
3644,Prestegårdsveien 8,"Prestegårdsveien 8, 0851 Oslo",Oslo,Oslo,59.93848,10.72442,Phifa Consult AS
1761,"Professor Birkelands vei 32B, Oslo","Professor Birkelands vei 32B, 1081 Oslo",Oslo,Oslo,59.94187,10.88283,Professor Birkelands vei 32B
6865,Prost Hallings vei,"Prost Hallings vei 26, 0666 Oslo",Oslo,Oslo,59.91633,10.821617,Oslo kommune
151,"Proxll Malerhaugveien, Oslo","Malerhaugveien 25, 0661 Oslo",Oslo,Oslo,59.91639,10.79591,M 25 Eiendom / Proxll
2215,"Q-Park Mariboesgate, Oslo","Mariboesgate 6, 0183 Oslo",Oslo,Oslo,59.91679,10.75079,Q-Park
2219,"Q-Park Ruseløkkveien, Oslo","Ruseløkkveien 14, 0251 Oslo",Oslo,Oslo,59.91352,10.72825,Q-Park
1558,"Q-Park Sandakerveien 114, Oslo","Sandakerveien 114, 0484 Oslo",Oslo,Oslo,59.9475,10.7695,Q-Park
2105,"Q-Park Solli P-hus, Oslo","Solligata 2, 0254 Oslo",Oslo,Oslo,59.91428,10.71961,Q-Park
2221,Q-Park St. Olavs gate 35,"St. Olavs gate 35, 0166 Oslo",Oslo,Oslo,59.91786,10.73381,Q-Park
1033,"Q-Park Tjuvholmen, Oslo","Tjuvholmen , 0252 Oslo",Oslo,Oslo,59.90988,10.72188,Q-Park
928,"Q-Park Økernsenteret, Oslo","Økernveien 145, 0580 Oslo",Oslo,Oslo,59.92841,10.80392,Q-Park / Økern Sentrum Drift AS
2199,"Q-park Anker Hotell, Oslo","Storgata 55, 0182 Oslo",Oslo,Oslo,59.91709,10.75755,Q-park
2204,"Q-park Karenlyst Allè 9, Skøyen","Karenlyst Allè 9, 0278 Oslo",Oslo,Oslo,59.92052,10.68364,Q-park
2205,"Q-park Københavngata P-hus, Oslo","Københavngata 10, 0566 Oslo",Oslo,Oslo,59.92734,10.76693,Q-park
2206,"Q-park Petter Møllers vei, Oslo","Petter Møllers vei 2-5, 0585 Oslo",Oslo,Oslo,59.93164,10.79207,Q-park
1662,"Q-park Scandic Edderkoppen, Oslo","St. Olavs Plass 1, 0165 Oslo",Oslo,Oslo,59.91815,10.73982,Q-park/St. Olavs Plass 1 AS
3088,"Q-park Ullevål stadion (parkeringshus), Oslo","Sognsveien 75, 0855 Oslo",Oslo,Oslo,59.94875,10.73207,Q park
396,"Quality Hotel 33, Oslo","Østre Aker vei 33, 0581 Oslo",Oslo,Oslo,59.92914,10.81897,Q-Park/Q33 Hoteldrift AS
3277,"Radisson Blu Hotel, Oslo Alna","Tevlingveien 21, 1081 Oslo",Oslo,Oslo,59.9303,10.86944,Radisson Blu Hotel
1361,"Radiumhospitalet, Oslo","Ullernchaussen 70, 0379 Oslo",Oslo,Oslo,59.930949,10.661173,Radiumhospitalet / Helse Sør-Øst
3491,Rasmus Engers vei,"Rasmus Engers vei , 0956 Oslo",Oslo,Oslo,59.95301,10.85645,Oslo kommune
2517,"Refstad Allé (Aker sykehus), Oslo","Refstad Allé , 0586 Oslo",Oslo,Oslo,59.9408,10.79926,Oslo kommune
5579,Rema Ryensvingen,"Ryensvingen 5, 0680 Oslo",Oslo,Oslo,59.892336,10.805119,Recharge
2638,"Revierstredet, Oslo","Revierstredet , 0153 Oslo",Oslo,Oslo,59.90902,10.74018,Oslo kommune
3614,Rolf Hofmos gate,"Rolf Hofmos gate 23b, 0655 Oslo",Oslo,Oslo,59.91288,10.78861,Oslo kommune
3252,"Rommenhallen, Oslo","Karen Platous vei 31, 0988 Oslo",Oslo,Oslo,59.96736,10.91442,Ukjent
1834,Romsdalsgata,"Romsdalsgata 10, 0556 Oslo",Oslo,Oslo,59.92828,10.76373,Oslo kommune
2022,Rosenholm,"Rosenholmveien 24, 1252 Oslo",Oslo,Oslo,59.82375,10.79653,Oslo kommune
64,"Rosteds gate, Oslo","Rosteds gate 11-15, 0178 Oslo",Oslo,Oslo,59.91945,10.74952,Oslo kommune
6305,Rustadgrenda,"Rustadgrenda , 0693 Oslo",Oslo,Oslo,59.87432,10.84332,Oslo kommune
3347,Rustadsaga P-plass,"General Ruges vei 94, 0694 Oslo",Oslo,Oslo,59.87162,10.84896,Oslo kommune
1058,"Ryenbergveien/Vallhallveien, Oslo","Ryenbergveien 52, 0196 Oslo",Oslo,Oslo,59.90118,10.78546,Oslo kommune
3227,"Røa Senter, Oslo","Vækerøveien 205, 0751 Oslo",Oslo,Oslo,59.9479,10.64331,Røa Senter
6866,Rødtvetveien,"Rødtvetveien 24-28, 0955 Oslo",Oslo,Oslo,59.95367,10.861464,Oslo kommune
3493,"Røhrtsvei, Oslo","Røhrtsvei 35 A, 1181 Oslo",Oslo,Oslo,59.89888,10.7845,Oslo kommune
6873,Røverkollen borettslag,"Sverre Iversens vei 25, 0972 Oslo",Oslo,Oslo,59.970621,10.896712,Recharge
190,Saga P-hus,"Munkedamsveien 3B, 0161 Oslo",Oslo,Oslo,59.91436,10.73136,Oslo kommune / Q-park
2303,"Sandaker Bydelssenter,Oslo","Sandakerveien 59, 0477 Oslo",Oslo,Oslo,59.93844,10.76847,q-park
1352,"Sandakerveien 24C - nedre, Oslo","Sandakerveien 24C, 0473 Oslo",Oslo,Oslo,59.93485,10.75985,Myren Eiendom AS?
4662,Sandakerveien 78,"Sandakerveien 78, 0484 Oslo",Oslo,Oslo,59.94375,10.77097,Q-Park
1571,"Sandefjordgata, Oslo","Sandefjordgata 1, 0464 Oslo",Oslo,Oslo,59.93875,10.75056,Oslo kommune
1633,"Sarpsborggata, Oslo","Sarpsborggata 1, 0468 Oslo",Oslo,Oslo,59.94193,10.75772,Oslo kommune
4704,Sats Vinderen,"Slemdalsveien 70, 0370 Oslo",Oslo,Oslo,59.94223,10.70349,Park Nordic
4294,Schouskvartalet P-hus,"Herslebsgate 5, 0561 Oslo",Oslo,Oslo,59.91923,10.76184,Q-Park
1608,Schultz gate,"Schultz gate 5, 0365 Oslo",Oslo,Oslo,59.92866,10.72317,Oslo kommune
4242,"Schultz gate 1, Oslo","Schultz gate 1, 0365 Oslo",Oslo,Oslo,59.92731,10.72019,Oslo kommune
2521,Schwachs gate,"Schwachs gate 2, 0364 Oslo",Oslo,Oslo,59.93222,10.72454,Oslo kommune
6494,Schønings gate,"Schønings gate 40-44, 0364 Oslo",Oslo,Oslo,59.93127,10.72027,Oslo kommune
84,"Seilduksgata, Oslo","Seilduksgata 20, 0553 Oslo",Oslo,Oslo,59.92556,10.75965,Oslo kommune
6421,Selvbyggerveien 133,"Selvbyggerveien 133, 0591 Oslo",Oslo,Oslo,59.95078,10.82375,Oslo kommune
6423,Selvbyggerveien 199,"Selvbyggerveien 199, 0591 Oslo",Oslo,Oslo,59.94392,10.82639,Oslo kommune
5709,Senter Syd Mortensrud,"Lofsrudveien 6, 1281 Oslo",Oslo,Oslo,59.84891,10.82835,Senter Syd Mortensrud
903,Sentrum P-hus (Ibsen),"C.J Hambros Plass 1, 0164 Oslo",Oslo,Oslo,59.91571,10.74248,Recharge
6453,Sexes gate,"Sexes gate 5, 0577 Oslo",Oslo,Oslo,59.91479,10.77185,Oslo kommune
3288,Shell Mortensrud,"Dalsåsen 4, 1285 Oslo",Oslo,Oslo,59.85012,10.83466,Recharge
6794,Sigrid Undsets vei,"Sigrid Undsets vei 3, 0669 Oslo",Oslo,Oslo,59.91094,10.83467,Oslo kommune
3340,"Sigrid Undsets vei, Oslo","Sigrid Undsets vei 2, 0669 Oslo",Oslo,Oslo,59.9181,10.83754,Oslo kommune
1798,"Skatteetaten, Oslo","Fredrik Selmers vei 4, 0663 Oslo",Oslo,Oslo,59.91454,10.80248,Entra Eiendom
7289,Skiforeningen/VM-huset,"Kongeveien 5, 0787 Oslo",Oslo,Oslo,59.96263,10.66628,Skiforeningen
345,Skovveien,"Skovveien 12, 0257 Oslo",Oslo,Oslo,59.91713,10.71708,Oslo kommune
3699,Skøyen,"Drammensveien 161, 0277 Oslo",Oslo,Oslo,59.92174,10.67641,Recharge
3345,Sletteløkka,"Sletteløkka 4a, 0597 Oslo",Oslo,Oslo,59.94584,10.8413,Oslo kommune
1145,"Sofienberggata, Oslo","Sofienberggata 8, 0551 Oslo",Oslo,Oslo,59.92242,10.75974,Oslo kommune
2518,"Sofies gate - Brageveien, Oslo","Sofies gate , 0454 Oslo",Oslo,Oslo,59.92975,10.73514,Oslo kommune
2280,"Sofies gate, Oslo","Sofies gate 52, 0168 Oslo",Oslo,Oslo,59.92661,10.73394,Oslo kommune
6542,Sognsvannsveien,"Sognsvannsveien 34, 0372 Oslo",Oslo,Oslo,59.95324,10.71562,Oslo kommune
6238,Solheimgata,"Solheimgata 1, 0267 Oslo",Oslo,Oslo,59.921412,10.703337,Oslo kommune
6419,Sons gate,"Sons gate 3A, 0654 Oslo",Oslo,Oslo,59.914519,10.779539,Oslo kommune
1210,"Soria Moria Hotell og Konferansesenter, Oslo","Voksenkollveien 60, 0790 Oslo",Oslo,Oslo,59.97544,10.65656,Soria Moria Hotell og Konferansesenter
1294,Spektrum P-hus,"Christian Krohgs gate 1-4, 0186 Oslo",Oslo,Oslo,59.91403,10.75682,Time Park AS
3342,"St. Jørgens vei, Oslo","St. Jørgens vei 16-32, 0662 Oslo",Oslo,Oslo,59.92254,10.79804,Oslo kommune
4663,St. Olavs Gate 27,"St. Olavs Gate 27, 0166 Oslo",Oslo,Oslo,59.91798,10.73605,Q-Park
1122,St. Olavs gate,"St. Olavs gate 12, 0165 Oslo",Oslo,Oslo,59.91808,10.74145,Oslo kommune
1663,"Statens Legemiddelverk, Oslo","Sven Oftedals vei 8, 0950 Oslo",Oslo,Oslo,59.94416,10.8592,Statens Legemiddelverk
228,"Statens arbeidsmiljøinstitutt, Oslo","Gydasvei 8, 0383 Oslo",Oslo,Oslo,59.93255,10.71514,Statens arbeidsmiljøinstitutt
2522,"Statsråd Mathiesens vei/Brobekkveien, Oslo","Statsråd Mathiesens vei 2, 0598 Oslo",Oslo,Oslo,59.94001,10.82784,Oslo kommune
225,Steenstrups gate,"Steenstrups gate 19, 0554 Oslo",Oslo,Oslo,59.92644,10.75598,Oslo kommune
1983,Steenstrups gate,"Steenstrups gate 8, 0552 Oslo",Oslo,Oslo,59.92421,10.75615,Oslo kommune
1530,"Stensberggata, Oslo","Stensberggata 23, 0170 Oslo",Oslo,Oslo,59.92117,10.73733,Oslo kommune
6428,Stensgata 36C,"Stensgata 36C, 0358 Oslo",Oslo,Oslo,59.93243,10.73259,Oslo kommune
2523,Stjerneblokkveien,"Stjerneblokkveien 1, 1083 Oslo",Oslo,Oslo,59.95107,10.88937,Oslo kommune
3346,Stjernemyrveien,"Stjernemyrveien 36, 0673 Oslo",Oslo,Oslo,59.9194,10.85862,Oslo kommune
6543,Stockfleths gate,"Stockfleths gate 40-48, 0461 Oslo",Oslo,Oslo,59.93474,10.75211,Oslo kommune
2694,Stockholmgata,"Stockholmgata 27, 0568 Oslo",Oslo,Oslo,59.92771,10.77031,Oslo kommune
360,"Stolmakergata, Oslo","Stolmakergata , 0551 Oslo",Oslo,Oslo,59.92061,10.75647,Oslo kommune
1523,"Storo Storsenter, Oslo","Vitaminveien 9, 0485 Oslo",Oslo,Oslo,59.9471,10.77364,Time Park AS / Recharge
5197,Storotunet,"Vitaminveien 11, 0485 Oslo",Oslo,Oslo,59.94811,10.77176,Mer
6184,Stovner Senter,"Stovner Senter 3, 0985 Oslo",Oslo,Oslo,59.96024,10.92518,BKK
185,"Stovner Senter, Oslo","Stovner Senter 3, 0985 Oslo",Oslo,Oslo,59.96088,10.92487,Stovner Senter / Steen&Strøm
4689,"Sven Oftedalsvei 10, Utendørs parkeringsplass","Sven Oftedalsvei 10, 0950 Oslo",Oslo,Oslo,59.94345,10.85889,Mer
6867,Sverdrups gate,"Sverdrups gate 2-6, 0561 Oslo",Oslo,Oslo,59.919924,10.762685,Oslo kommune
72,"Sverresgate, Oslo","Sverresgate 17-25, 0652 Oslo",Oslo,Oslo,59.91139,10.77662,Oslo kommune
6415,Søren Jaabæks gate,"Søren Jaabæks gate 8D, 0460 Oslo",Oslo,Oslo,59.93305,10.75315,Oslo kommune
1896,"Sørkedalsveien, Oslo","Sørkedalsveien 150A, 0754 Oslo",Oslo,Oslo,59.94236,10.654927,Car park
1851,Sørligata,"Sørligata 10, 0577 Oslo",Oslo,Oslo,59.9141,10.77003,Oslo kommune
2223,"THUNE P-HUS, Oslo","Drammensveien 130, 0277 Oslo",Oslo,Oslo,59.92019,10.68745,Q-Park
7359,Taxi Olav Vs gate,"Olav Vs gate 1, 0161 Oslo",Oslo,Oslo,59.91379,10.73208,BKK
3495,Teknisk Museum,"Kjelsåsveien 143, 0491 Oslo",Oslo,Oslo,59.96587,10.781,Oslo kommune
2525,"Telemarksvingen, Kampen, Oslo","Telemarksvingen 21, 0655 Oslo",Oslo,Oslo,59.91329,10.78396,Oslo kommune
1401,"Tesla Service Center, Oslo","Verkseier Furulundsvei 16, 0668 Oslo",Oslo,Oslo,59.92831,10.85192,Tesla
1127,"Thomas Heftyes gate, Oslo","Thomas Heftyes gate 22, 0264 Oslo",Oslo,Oslo,59.91594,10.70384,Oslo kommune
6437,Thomles gate,"Thomles gate , 0270 Oslo",Oslo,Oslo,59.91358,10.71641,Oslo kommune
1812,"Thon Hotel Linne, Oslo","Statsråd Mathiesens vei 12, 0517 Oslo",Oslo,Oslo,59.93967,10.82927,Thon Hotel Linne
1528,Tidemands gate,"Tidemands gate , 0266 Oslo",Oslo,Oslo,59.92297,10.71066,Oslo kommune
2524,Tokeruddalen,"Tokeruddalen , 0988 Oslo",Oslo,Oslo,59.96553,10.91842,Oslo kommune
1129,"Trondheimsveien/Carl Berners plass, Oslo","Trondheimsveien 84, 0565 Oslo",Oslo,Oslo,59.92421,10.77347,Oslo kommune
351,"Trondheimsveien/Hersleb, Oslo","Trondheimsveien 7, 0569 Oslo",Oslo,Oslo,59.91872,10.76248,Oslo kommune
6427,Trudvangveien 21-23,"Trudvangveien 21-23, 0363 Oslo",Oslo,Oslo,59.9315425,10.7166351,Oslo kommune
4295,Trygve Lies plass 1,"Trygve Lies plass 1, 1051 Oslo",Oslo,Oslo,59.9417,10.89748,Q-Park
6868,Tråkka,"Tråkka 30-34, 0561 Oslo",Oslo,Oslo,59.951824,10.681616,Oslo kommune
186,"Tveita Senter, Oslo","Tvetenveien 150, 0671 Oslo",Oslo,Oslo,59.91481,10.84257,Tveita Senter / OBOS
3334,"Tøyen, Oslo","Monrads gate 13A, 0564 Oslo",Oslo,Oslo,59.91851,10.77435,Recharge
6869,Ullern Flerbrukshall,"Lysehagan 61, 0383 Oslo",Oslo,Oslo,59.927623,10.63062,Oslo kommune
3617,Ullern allé,"Ullern alle 41, 0381 Oslo",Oslo,Oslo,59.92854,10.64718,Oslo kommune
250,"Ullevål Stadion, Oslo","Sognsveien 73, 0855 Oslo",Oslo,Oslo,59.94813,10.73321,AS Ullevaal Stadion
2323,"Ullveien, Voksenåsen, Oslo","Ullveien 4, 0791 Oslo",Oslo,Oslo,59.97518,10.6654,Recharge
6870,Ulsrud t-bane,"Ulsrudveien 37, 0687 Oslo",Oslo,Oslo,59.890264,10.850186,Oslo kommune
99,Universitetet i Oslo,"Sem Sælandsvei , 0371 Oslo",Oslo,Oslo,59.93769,10.71852,Universitetet i Oslo
1128,Urtegata/Tøyen,"Urtegata 11, 0187 Oslo",Oslo,Oslo,59.91476,10.76446,Oslo kommune
1657,"Utenriksdepartementet, Oslo","Victoria Terrasse 7, 0251 Oslo",Oslo,Oslo,59.91434,10.72922,Utenriksdepartementet
6781,Valhallveien,"Valhallveien 9, 0196 Oslo",Oslo,Oslo,59.90106,10.78737,Oslo kommune
6417,Vestgrensa 5,"Vestgrensa 5, 0851 Oslo",Oslo,Oslo,59.94299,10.72775,Oslo kommune
4988,Vestgrensa studentby,"Trimveien 4 , 0372 Oslo",Oslo,Oslo,59.9461,10.72431,Studentsamskipnaden i Oslo og Akershus
7245,Vestlitoppen Borettslag,"Ragnhild Schibbyes vei 54, 0968 Oslo",Oslo,Oslo,59.9739548,10.9297167,Cloudcharge
7883,Vestlitoppen borettslag,"Ragnhild Schibbyesvei 62, 0968 Oslo",Oslo,Oslo,59.97394,10.92972,Cloudcharge
3348,Vestre Haugen,"Vestre Haugen 21, 1054 Oslo",Oslo,Oslo,59.95001,10.89659,Oslo kommune
2520,Vestre Haugen p-plass,"Vestre Haugen p-plass , 1084 Oslo",Oslo,Oslo,59.94825,10.90221,Oslo kommune
997,"Vestre Vika P-hus, Oslo","Dronning Mauds gate 10-11, 0250 Oslo",Oslo,Oslo,59.91321,10.72935,EuroPark AS
6544,Vibes gate,"Vibes gate 23, 0356 Oslo",Oslo,Oslo,59.92777,10.72614,Oslo kommune
3595,Vigelandsmuseet P-plass,"Halvdan Svartesgate 50, 0268 Oslo",Oslo,Oslo,59.92343,10.70122,Oslo kommune
191,"Voldsløkka, Oslo","Stavangergata 42, 0467 Oslo",Oslo,Oslo,59.94299,10.75581,Hafslund
6426,Von der Lippes gate 15-17,"Von der Lippes gate 15-17, 0454 Oslo",Oslo,Oslo,59.93156,10.74026,Oslo kommune
1526,Vossegata,"Vossegata 18, 0475 Oslo",Oslo,Oslo,59.93118,10.76898,Oslo kommune
3805,"Vulkan, Oslo","Maridalsveien 15, 0182 Oslo",Oslo,Oslo,59.92338,10.75169,Oslo kommune
4664,Vålerenga P-hus,"Innspurten 16E, 0663 Oslo",Oslo,Oslo,59.92044,10.80604,Q-Park
1057,Vålerenga kjerke,"Hjaltlandsgata , 0658 Oslo",Oslo,Oslo,59.90772,10.78875,Oslo kommune
2519,"Vålerenggata, Oslo","Vålerenggata 1, 0657 Oslo",Oslo,Oslo,59.90731,10.78293,Oslo kommune
1570,Vøyensvingen,"Vøyensvingen 7, 0458 Oslo",Oslo,Oslo,59.930482,10.7527918,Oslo kommune
58,"Welhavens gate, Oslo","Welhavens gate 1-5, 0166 Oslo",Oslo,Oslo,59.9198,10.73373,Oslo kommune
6708,Wilhelm Færdens vei,"Wilhelm Færdens vei 110C, 0361 Oslo",Oslo,Oslo,59.93403,10.72561,Oslo kommune
3440,YX 7-Eleven Bekkelaget,"Mosseveien 147, 0198 Oslo",Oslo,Oslo,59.88014,10.77358,Recharge
6871,Åsengata,"Åsengata 36-42, 0481 Oslo",Oslo,Oslo,59.9392961,10.7735362,Oslo kommune
6306,Åsensvingen,"Åsensvingen 7, 0488 Oslo",Oslo,Oslo,59.94097,10.78621,Oslo kommune
3394,Åslandhellinga 273-449,"Åslandhellinga 273-449, 1274 Oslo",Oslo,Oslo,59.82371,10.84286,Furumoen boligsameie 3
1284,"Økern Næringspark, Oslo","Kabelgaten 8, 0580 Oslo",Oslo,Oslo,59.92737,10.81452,Q-Park
6027,Østerdalsgata,"Østerdalsgata 1G, 0658 Oslo",Oslo,Oslo,59.91039,10.7894,Oslo kommune
340,"Øvre Vollgate, Oslo","Øvre Vollgate , 0158 Oslo",Oslo,Oslo,59.91119,10.73699,Oslo kommune
6735,Øvrefoss,"Øvrefoss 2, 0554 Oslo",Oslo,Oslo,59.92717,10.7562,Oslo kommune
